tavg,tmin,tmax,prcp,pres,city,year,month,tavg_norm,tmin_norm,tmax_norm,prcp_norm,pres_norm,fuzzy_prcp_label,prcp_label_from_function
27.2,23.6,33.0,276.0,1010.3,0,2014,1,0.5789473684210523,0.4285714285714285,0.7580645161290323,0.1924734271760988,0.5849056603773464,Low,Medium
26.8,23.6,32.5,249.0,1010.3,0,2014,1,0.4736842105263159,0.4285714285714285,0.6774193548387096,0.1730824475725366,0.5849056603773464,Low,Low
26.5,23.7,32.2,298.0,1009.9,0,2014,1,0.3947368421052631,0.4571428571428565,0.6290322580645166,0.2082734846308531,0.5094339622641424,Medium,Medium
26.4,23.7,31.9,526.0,1010.4,0,2014,1,0.3684210526315785,0.4571428571428565,0.5806451612903223,0.3720195346164895,0.6037735849056527,High,High
25.6,23.2,29.3,964.1,1009.7,0,2015,1,0.1578947368421056,0.3142857142857136,0.1612903225806451,0.6866561332950302,0.4716981132075512,High,High
25.9,23.4,31.8,623.7,1009.7,0,2015,1,0.2368421052631574,0.3714285714285706,0.5645161290322581,0.4421861534041942,0.4716981132075512,High,High
26.9,23.7,31.8,263.9,1009.7,0,2015,1,0.4999999999999995,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.4716981132075512,Medium,Medium
27.3,23.7,31.8,263.9,1009.7,0,2015,1,0.605263157894737,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.4716981132075512,Medium,Medium
27.4,23.7,33.0,333.4,1009.7,0,2015,1,0.6315789473684206,0.4571428571428565,0.7580645161290323,0.2336972134444125,0.4716981132075512,Medium,Medium
27.7,24.2,32.8,316.4,1009.7,0,2015,1,0.7105263157894733,0.5999999999999994,0.7258064516129027,0.2214880781384659,0.4716981132075512,Medium,Medium
28.0,23.6,31.8,180.6,1009.7,0,2015,1,0.7894736842105262,0.4285714285714285,0.5645161290322581,0.1239586325768457,0.4716981132075512,Low,Low
27.6,23.8,32.8,184.4,1009.7,0,2015,1,0.6842105263157897,0.4857142857142855,0.7258064516129027,0.1266877334099396,0.4716981132075512,Low,Low
27.7,24.3,32.6,126.4,1009.7,0,2015,1,0.7105263157894733,0.6285714285714283,0.6935483870967744,0.085033036483769,0.4716981132075512,Low,Low
27.3,24.0,32.3,222.3,1009.7,0,2015,1,0.605263157894737,0.5428571428571425,0.6451612903225802,0.1539069232979029,0.4716981132075512,Low,Low
26.7,23.8,32.0,593.5,1009.7,0,2015,1,0.4473684210526313,0.4857142857142855,0.596774193548387,0.4204969836253949,0.4716981132075512,High,High
26.9,23.7,31.8,445.0,1009.7,0,2015,1,0.4999999999999995,0.4571428571428565,0.5645161290322581,0.3138465958058029,0.4716981132075512,High,High
27.2,24.4,31.3,362.7,1009.7,0,2016,1,0.5789473684210523,0.6571428571428564,0.4838709677419355,0.2547400172364263,0.4716981132075512,Medium,Medium
26.6,24.1,30.0,1400.4,1009.7,0,2016,1,0.4210526315789477,0.5714285714285714,0.2741935483870967,1.0,0.4716981132075512,High,High
27.2,23.7,31.8,263.9,1009.7,0,2016,1,0.5789473684210523,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.4716981132075512,Medium,Medium
27.6,24.4,33.4,498.3,1009.7,0,2016,1,0.6842105263157897,0.6571428571428564,0.82258064516129,0.3521258259120942,0.4716981132075512,High,High
27.5,24.4,32.6,394.6,1009.7,0,2016,1,0.6578947368421051,0.6571428571428564,0.6935483870967744,0.2776501005458202,0.4716981132075512,Medium,High
26.9,23.5,32.5,442.3,1009.7,0,2016,1,0.4999999999999995,0.3999999999999996,0.6774193548387096,0.3119074978454467,0.4716981132075512,High,High
27.6,24.0,33.1,173.6,1009.7,0,2016,1,0.6842105263157897,0.5428571428571425,0.774193548387097,0.1189313415685147,0.4716981132075512,Low,Low
27.7,24.0,33.8,302.7,1009.7,0,2016,1,0.7105263157894733,0.5428571428571425,0.8870967741935479,0.2116489514507325,0.4716981132075512,Medium,Medium
26.9,23.5,33.2,297.0,1009.7,0,2016,1,0.4999999999999995,0.3999999999999996,0.7903225806451617,0.2075553002010916,0.4716981132075512,Medium,Medium
26.8,23.7,33.0,251.7,1009.7,0,2016,1,0.4736842105263159,0.4571428571428565,0.7580645161290323,0.1750215455328928,0.4716981132075512,Medium,Medium
26.7,23.9,32.2,434.7,1009.7,0,2016,1,0.4473684210526313,0.5142857142857135,0.6290322580645166,0.3064492961792588,0.4716981132075512,High,High
26.8,23.8,32.2,317.2,1009.7,0,2016,1,0.4736842105263159,0.4857142857142855,0.6290322580645166,0.2220626256822752,0.4716981132075512,Medium,Medium
26.7,23.7,32.0,413.0,1009.7,0,2017,1,0.4473684210526313,0.4571428571428565,0.596774193548387,0.2908646940534329,0.4716981132075512,High,High
26.2,23.3,30.5,467.6,1009.7,0,2017,1,0.3157894736842103,0.3428571428571426,0.3548387096774192,0.3300775639184142,0.4716981132075512,High,High
26.9,23.4,32.0,221.4,1009.7,0,2017,1,0.4999999999999995,0.3714285714285706,0.596774193548387,0.1532605573111174,0.4716981132075512,Low,Low
26.6,23.6,32.8,435.2,1009.7,0,2017,1,0.4210526315789477,0.4285714285714285,0.7258064516129027,0.3068083883941396,0.4716981132075512,High,High
27.3,24.0,32.3,263.8,1009.1,0,2017,1,0.605263157894737,0.5428571428571425,0.6451612903225802,0.1837115771330077,0.3584905660377346,Low,Medium
27.2,23.7,32.5,294.7,1009.8,0,2017,1,0.5789473684210523,0.4571428571428565,0.6774193548387096,0.20590347601264,0.4905660377358361,Medium,Medium
27.3,23.8,32.4,238.5,1009.7,0,2017,1,0.605263157894737,0.4857142857142855,0.6612903225806449,0.1655415110600402,0.4716981132075512,Low,Low
27.0,23.7,31.9,383.1,1009.7,0,2017,1,0.5263157894736841,0.4571428571428565,0.5806451612903223,0.2693909796035622,0.4716981132075512,Medium,Medium
27.0,24.0,31.9,211.8,1009.7,0,2017,1,0.5263157894736841,0.5428571428571425,0.5806451612903223,0.1463659867854065,0.4716981132075512,Low,Low
26.9,23.7,31.8,190.3,1009.7,0,2017,1,0.4999999999999995,0.4571428571428565,0.5645161290322581,0.1309250215455329,0.4716981132075512,Low,Low
26.9,24.0,32.3,210.8,1009.7,0,2017,1,0.4999999999999995,0.5428571428571425,0.6451612903225802,0.1456478023556449,0.4716981132075512,Low,Low
26.6,23.7,31.8,483.9,1009.7,0,2017,1,0.4210526315789477,0.4571428571428565,0.5645161290322581,0.3417839701235277,0.4716981132075512,High,High
26.4,23.7,31.8,318.5,1009.7,0,2018,1,0.3684210526315785,0.4571428571428565,0.5645161290322581,0.2229962654409652,0.4716981132075512,Medium,Medium
26.3,23.7,30.0,419.3,1010.8,0,2018,1,0.3421052631578948,0.4571428571428565,0.2741935483870967,0.2953892559609307,0.6792452830188566,High,High
26.8,23.7,31.5,373.4,1009.7,0,2018,1,0.4736842105263159,0.4571428571428565,0.5161290322580645,0.262424590634875,0.4716981132075512,Medium,Medium
27.4,24.2,31.9,390.1,1009.7,0,2018,1,0.6315789473684206,0.5999999999999994,0.5806451612903223,0.2744182706118931,0.4716981132075512,Medium,High
27.3,24.2,32.1,225.8,1009.7,0,2018,1,0.605263157894737,0.5999999999999994,0.6129032258064518,0.1564205688020683,0.4716981132075512,Low,Low
27.3,23.9,33.0,273.3,1009.7,0,2018,1,0.605263157894737,0.5142857142857135,0.7580645161290323,0.1905343292157426,0.4716981132075512,Medium,Medium
28.0,24.0,33.2,266.0,1009.0,0,2018,1,0.7894736842105262,0.5428571428571425,0.7903225806451617,0.1852915828784831,0.3396226415094283,Low,Medium
27.9,23.8,33.5,136.4,1009.3,0,2018,1,0.7631578947368416,0.4857142857142855,0.8387096774193549,0.0922148807813846,0.3962264150943259,Low,Low
26.9,23.4,32.1,263.9,1010.2,0,2018,1,0.4999999999999995,0.3714285714285706,0.6129032258064518,0.1837833955759839,0.5660377358490615,Low,Medium
26.6,23.7,31.8,263.9,1010.4,0,2018,1,0.4210526315789477,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.6037735849056527,Low,Medium
26.9,23.8,32.1,351.0,1009.9,0,2018,1,0.4999999999999995,0.4857142857142855,0.6129032258064518,0.246337259408216,0.5094339622641424,Medium,Medium
26.6,23.5,32.0,568.7,1009.6,0,2018,1,0.4210526315789477,0.3999999999999996,0.596774193548387,0.4026860097673082,0.4528301886792449,High,High
26.7,24.2,31.4,432.0,1010.6,0,2019,1,0.4473684210526313,0.5999999999999994,0.4999999999999997,0.3045101982189026,0.6415094339622653,Low,High
26.7,24.0,31.0,305.0,1011.8,0,2019,1,0.4473684210526313,0.5428571428571425,0.4354838709677419,0.2133007756391841,0.867924528301877,Low,Medium
27.2,24.0,32.1,179.0,1010.8,0,2019,1,0.5789473684210523,0.5428571428571425,0.6129032258064518,0.1228095374892272,0.6792452830188566,Low,Low
27.6,24.6,32.8,176.0,1009.6,0,2019,1,0.6842105263157897,0.7142857142857143,0.7258064516129027,0.1206549841999425,0.4528301886792449,Low,Low
28.2,24.3,33.8,232.0,1009.7,0,2019,1,0.8421052631578944,0.6285714285714283,0.8870967741935479,0.16087331226659,0.4716981132075512,Low,Low
27.8,24.5,32.9,247.0,1009.5,0,2019,1,0.736842105263158,0.6857142857142853,0.7419354838709675,0.1716460787130135,0.4339622641509385,Low,Low
27.6,23.9,32.8,194.0,1010.0,0,2019,1,0.6842105263157897,0.5142857142857135,0.7258064516129027,0.1335823039356506,0.5283018867924488,Low,Low
27.8,24.0,33.6,162.0,1009.8,0,2019,1,0.736842105263158,0.5428571428571425,0.8548387096774196,0.1106004021832806,0.4905660377358361,Low,Low
28.0,24.1,33.5,136.0,1010.7,0,2019,1,0.7894736842105262,0.5714285714285714,0.8387096774193549,0.09192760700948,0.6603773584905717,Low,Low
26.6,23.8,32.0,377.0,1010.0,0,2019,1,0.4210526315789477,0.4857142857142855,0.596774193548387,0.2650100545820166,0.5283018867924488,Low,Medium
26.9,23.8,32.8,259.0,1010.0,0,2019,1,0.4999999999999995,0.4857142857142855,0.7258064516129027,0.1802642918701522,0.5283018867924488,Low,Medium
26.2,23.8,30.6,580.0,1010.6,0,2019,1,0.3157894736842103,0.4857142857142855,0.370967741935484,0.4108014938236138,0.6415094339622653,High,High
26.7,24.4,30.4,476.0,1010.5,0,2020,1,0.4473684210526313,0.6571428571428564,0.3387096774193545,0.3361103131284113,0.622641509433959,Low,High
26.6,24.1,30.5,516.0,1011.5,0,2020,1,0.4210526315789477,0.5714285714285714,0.3548387096774192,0.3648376903188738,0.8113207547169795,High,High
27.3,24.4,32.0,389.0,1010.5,0,2020,1,0.605263157894737,0.6571428571428564,0.596774193548387,0.2736282677391554,0.622641509433959,Low,High
27.5,24.4,32.7,316.0,1010.4,0,2020,1,0.6578947368421051,0.6571428571428564,0.7096774193548392,0.2212008043665613,0.6037735849056527,Low,Medium
27.8,24.7,33.5,305.0,1009.3,0,2020,1,0.736842105263158,0.7428571428571422,0.8387096774193549,0.2133007756391841,0.3962264150943259,Low,Medium
26.9,23.8,32.5,266.0,1009.6,0,2020,1,0.4999999999999995,0.4857142857142855,0.6774193548387096,0.1852915828784831,0.4528301886792449,Medium,Medium
26.9,23.7,32.1,138.0,1008.9,0,2020,1,0.4999999999999995,0.4571428571428565,0.6129032258064518,0.0933639758690031,0.3207547169811219,Low,Low
27.2,23.7,33.0,255.0,1009.2,0,2020,1,0.5789473684210523,0.4571428571428565,0.7580645161290323,0.177391554151106,0.377358490566041,Low,Medium
26.4,23.6,31.7,380.0,1009.6,0,2020,1,0.3684210526315785,0.4285714285714285,0.5483870967741934,0.2671646078713013,0.4528301886792449,Medium,Medium
26.7,23.7,32.5,261.0,1009.2,0,2020,1,0.4473684210526313,0.4571428571428565,0.6774193548387096,0.1817006607296753,0.377358490566041,Medium,Medium
26.3,23.7,31.7,292.0,1010.1,0,2020,1,0.3421052631578948,0.4571428571428565,0.5483870967741934,0.2039643780522838,0.5471698113207552,Low,Medium
26.4,23.6,31.2,393.0,1009.3,0,2020,1,0.3684210526315785,0.4285714285714285,0.4677419354838708,0.2765010054582016,0.3962264150943259,Medium,High
25.8,23.6,29.9,896.0,1009.5,0,2021,1,0.2105263157894738,0.4285714285714285,0.2580645161290319,0.6377477736282677,0.4339622641509385,High,High
26.1,23.1,30.1,597.0,1010.7,0,2021,1,0.2894736842105266,0.2857142857142857,0.2903225806451614,0.4230106291295604,0.6603773584905717,High,High
26.5,23.5,31.5,449.0,1010.1,0,2021,1,0.3947368421052631,0.3999999999999996,0.5161290322580645,0.3167193335248491,0.5471698113207552,High,High
27.0,23.5,32.7,162.0,1010.3,0,2021,1,0.5263157894736841,0.3999999999999996,0.7096774193548392,0.1106004021832806,0.5849056603773464,Low,Low
27.4,24.1,32.9,198.0,1008.9,0,2021,1,0.6315789473684206,0.5714285714285714,0.7419354838709675,0.1364550416546969,0.3207547169811219,Low,Low
27.2,22.7,32.8,258.0,1010.2,0,2021,1,0.5789473684210523,0.1714285714285708,0.7258064516129027,0.1795461074403906,0.5660377358490615,Low,Medium
27.3,23.6,33.3,467.0,1009.3,0,2021,1,0.605263157894737,0.4285714285714285,0.8064516129032253,0.3296466532605573,0.3962264150943259,High,High
26.4,23.5,31.7,335.0,1010.2,0,2021,1,0.3684210526315785,0.3999999999999996,0.5483870967741934,0.234846308532031,0.5660377358490615,Medium,Medium
26.6,23.8,32.1,203.0,1009.7,0,2021,1,0.4210526315789477,0.4857142857142855,0.6129032258064518,0.1400459638035047,0.4716981132075512,Low,Low
27.2,24.0,32.8,268.0,1009.5,0,2021,1,0.5789473684210523,0.5428571428571425,0.7258064516129027,0.1867279517380063,0.4339622641509385,Low,Medium
26.4,23.4,32.0,263.9,1008.7,0,2021,1,0.3684210526315785,0.3714285714285706,0.596774193548387,0.1837833955759839,0.2830188679245307,Medium,Medium
26.5,23.8,31.5,263.9,1010.0,0,2021,1,0.3947368421052631,0.4857142857142855,0.5161290322580645,0.1837833955759839,0.5283018867924488,Low,Medium
25.9,23.3,30.3,263.9,1010.2,0,2022,1,0.2368421052631574,0.3428571428571426,0.3225806451612903,0.1837833955759839,0.5660377358490615,High,Medium
26.6,23.5,31.9,263.9,1009.2,0,2022,1,0.4210526315789477,0.3999999999999996,0.5806451612903223,0.1837833955759839,0.377358490566041,Medium,Medium
26.8,23.7,32.0,263.9,1008.8,0,2022,1,0.4736842105263159,0.4571428571428565,0.596774193548387,0.1837833955759839,0.3018867924528156,Medium,Medium
26.7,23.6,32.7,263.9,1008.9,0,2022,1,0.4473684210526313,0.4285714285714285,0.7096774193548392,0.1837833955759839,0.3207547169811219,Medium,Medium
27.5,24.2,32.8,263.9,1008.4,0,2022,1,0.6578947368421051,0.5999999999999994,0.7258064516129027,0.1837833955759839,0.2264150943396117,Low,Medium
26.6,23.6,31.7,154.9,1008.8,0,2022,1,0.4210526315789477,0.4285714285714285,0.5483870967741934,0.1055012927319735,0.3018867924528156,Low,Low
27.1,23.8,32.1,217.3,1008.2,0,2022,1,0.5526315789473687,0.4857142857142855,0.6129032258064518,0.150316001149095,0.1886792452830205,Low,Low
26.5,23.4,31.7,157.2,1008.7,0,2022,1,0.3947368421052631,0.3714285714285706,0.5483870967741934,0.1071531169204251,0.2830188679245307,Low,Low
26.4,23.5,31.6,317.5,1009.7,0,2022,1,0.3684210526315785,0.3999999999999996,0.5322580645161292,0.2222780810112036,0.4716981132075512,Medium,Medium
26.2,23.5,31.4,286.4,1009.4,0,2022,1,0.3157894736842103,0.3999999999999996,0.4999999999999997,0.199942545245619,0.4150943396226322,Medium,Medium
26.2,23.4,31.8,270.6,1009.5,0,2022,1,0.3157894736842103,0.3714285714285706,0.5645161290322581,0.1885952312553863,0.4339622641509385,Medium,Medium
26.0,23.4,30.8,564.7,1009.1,0,2022,1,0.263157894736842,0.3714285714285706,0.4032258064516129,0.399813272048262,0.3584905660377346,Medium,High
26.1,23.4,30.6,401.2,1009.5,0,2023,1,0.2894736842105266,0.3714285714285706,0.370967741935484,0.2823901177822464,0.4339622641509385,Medium,High
26.2,23.7,30.5,366.0,1009.8,0,2023,1,0.3157894736842103,0.4571428571428565,0.3548387096774192,0.2571100258546394,0.4905660377358361,High,Medium
26.0,23.4,30.2,389.5,1010.7,0,2023,1,0.263157894736842,0.3714285714285706,0.3064516129032256,0.2739873599540361,0.6603773584905717,High,High
27.3,23.8,32.7,297.3,1009.2,0,2023,1,0.605263157894737,0.4857142857142855,0.7096774193548392,0.2077707555300201,0.377358490566041,Low,Medium
27.8,24.5,33.6,220.9,1010.0,0,2023,1,0.736842105263158,0.6857142857142853,0.8548387096774196,0.1529014650962367,0.5283018867924488,Low,Low
27.6,24.3,33.0,197.7,1009.8,0,2023,1,0.6842105263157897,0.6285714285714283,0.7580645161290323,0.1362395863257684,0.4905660377358361,Low,Low
27.7,24.3,32.7,110.1,1010.0,0,2023,1,0.7105263157894733,0.6285714285714283,0.7096774193548392,0.0733266302786555,0.5283018867924488,Low,Low
27.4,23.9,32.9,247.3,1010.5,0,2023,1,0.6315789473684206,0.5142857142857135,0.7419354838709675,0.1718615340419419,0.622641509433959,Low,Low
27.7,24.4,32.9,249.2,1009.9,0,2023,1,0.7105263157894733,0.6571428571428564,0.7419354838709675,0.1732260844584889,0.5094339622641424,Low,Low
27.3,24.1,32.5,227.7,1011.2,0,2023,1,0.605263157894737,0.5714285714285714,0.6774193548387096,0.1577851192186153,0.754716981132082,Low,Low
26.9,24.0,32.3,235.2,1010.0,0,2023,1,0.4999999999999995,0.5428571428571425,0.6451612903225802,0.163171502441827,0.5283018867924488,Low,Low
27.1,24.2,31.9,253.1,1010.4,0,2023,1,0.5526315789473687,0.5999999999999994,0.5806451612903223,0.176027003734559,0.6037735849056527,Low,Medium
26.7,24.2,30.9,285.6,1011.2,0,2024,1,0.4473684210526313,0.5999999999999994,0.4193548387096771,0.1993679977018098,0.754716981132082,Low,Medium
27.1,24.5,30.4,348.4,1012.1,0,2024,1,0.5526315789473687,0.6857142857142853,0.3387096774193545,0.2444699798908359,0.924528301886796,Low,Medium
27.4,24.7,30.8,210.3,1011.1,0,2024,1,0.6315789473684206,0.7428571428571422,0.4032258064516129,0.1452887101407641,0.7358490566037756,Low,Low
28.2,25.0,32.9,219.0,1009.0,0,2024,1,0.8421052631578944,0.8285714285714282,0.7419354838709675,0.1515369146796897,0.3396226415094283,Low,Low
27.8,24.9,32.7,322.3,1008.9,0,2024,1,0.736842105263158,0.7999999999999992,0.7096774193548392,0.2257253662740591,0.3207547169811219,Low,Medium
27.5,24.4,32.6,238.7,1010.2,0,2024,1,0.6578947368421051,0.6571428571428564,0.6935483870967744,0.1656851479459925,0.5660377358490615,Low,Low
28.0,24.3,33.1,59.2,1009.5,0,2024,1,0.7894736842105262,0.6285714285714283,0.774193548387097,0.036771042803792,0.4339622641509385,Low,Low
27.1,24.0,32.3,263.9,1010.3,0,2024,1,0.5526315789473687,0.5428571428571425,0.6451612903225802,0.1837833955759839,0.5849056603773464,Low,Medium
28.0,24.3,33.3,263.9,1009.2,0,2024,1,0.7894736842105262,0.6285714285714283,0.8064516129032253,0.1837833955759839,0.377358490566041,Low,Medium
27.5,24.0,32.9,148.2,1009.9,0,2024,1,0.6578947368421051,0.5428571428571425,0.7419354838709675,0.100689457052571,0.5094339622641424,Low,Low
26.8,24.0,31.9,326.4,1008.7,0,2024,1,0.4736842105263159,0.5428571428571425,0.5806451612903223,0.2286699224360815,0.2830188679245307,Medium,Medium
26.8,24.3,31.2,263.9,1008.4,0,2024,1,0.4736842105263159,0.6285714285714283,0.4677419354838708,0.1837833955759839,0.2264150943396117,Low,Medium
26.4,23.7,30.2,193.0,1009.1,1,2000,1,0.3684210526315785,0.4571428571428565,0.3064516129032256,0.1328641195058891,0.3584905660377346,Medium,Low
26.2,23.6,30.2,352.0,1008.9,1,2000,1,0.3157894736842103,0.4285714285714285,0.3064516129032256,0.2470554438379776,0.3207547169811219,Medium,Medium
27.0,23.8,31.2,163.0,1009.1,1,2000,1,0.5263157894736841,0.4857142857142855,0.4677419354838708,0.1113185866130422,0.3584905660377346,Low,Low
27.3,24.0,31.4,289.0,1008.9,1,2000,1,0.605263157894737,0.5428571428571425,0.4999999999999997,0.2018098247629991,0.3207547169811219,Low,Medium
27.9,24.3,32.5,272.0,1009.0,1,2000,1,0.7631578947368416,0.6285714285714283,0.6774193548387096,0.1896006894570525,0.3396226415094283,Low,Medium
26.9,23.7,31.0,325.0,1009.3,1,2000,1,0.4999999999999995,0.4571428571428565,0.4354838709677419,0.2276644642344154,0.3962264150943259,Medium,Medium
27.6,23.7,31.8,78.0,1009.7,1,2000,1,0.6842105263157897,0.4571428571428565,0.5645161290322581,0.0502729100833093,0.4716981132075512,Low,Low
27.2,23.7,31.8,255.0,1009.2,1,2000,1,0.5789473684210523,0.4571428571428565,0.5645161290322581,0.177391554151106,0.377358490566041,Low,Medium
27.3,23.7,31.6,209.0,1009.7,1,2000,1,0.605263157894737,0.4571428571428565,0.5322580645161292,0.1443550703820741,0.4716981132075512,Low,Low
27.0,23.9,31.0,425.0,1009.0,1,2000,1,0.5263157894736841,0.5142857142857135,0.4354838709677419,0.2994829072105716,0.3396226415094283,Medium,High
27.1,24.1,31.2,266.0,1008.4,1,2000,1,0.5526315789473687,0.5714285714285714,0.4677419354838708,0.1852915828784831,0.2264150943396117,Low,Medium
26.8,23.9,30.7,198.0,1008.9,1,2000,1,0.4736842105263159,0.5142857142857135,0.3870967741935482,0.1364550416546969,0.3207547169811219,Medium,Low
26.4,23.5,30.4,647.0,1009.0,1,2001,1,0.3684210526315785,0.3999999999999996,0.3387096774193545,0.4589198506176385,0.3396226415094283,Medium,High
26.6,23.7,30.5,141.0,1008.6,1,2001,1,0.4210526315789477,0.4571428571428565,0.3548387096774192,0.0955185291582878,0.2641509433962244,Medium,Low
27.2,24.0,31.3,281.0,1009.5,1,2001,1,0.5789473684210523,0.5428571428571425,0.4838709677419355,0.1960643493249066,0.4339622641509385,Medium,Medium
27.5,24.4,31.3,241.0,1009.3,1,2001,1,0.6578947368421051,0.6571428571428564,0.4838709677419355,0.1673369721344441,0.3962264150943259,Low,Low
28.1,24.5,32.4,113.0,1009.4,1,2001,1,0.8157894736842107,0.6857142857142853,0.6612903225806449,0.075409365124964,0.4150943396226322,Low,Low
27.1,23.9,31.1,171.0,1009.2,1,2001,1,0.5526315789473687,0.5142857142857135,0.4516129032258066,0.1170640620511347,0.377358490566041,Low,Low
27.9,23.8,32.2,119.0,1009.1,1,2001,1,0.7631578947368416,0.4857142857142855,0.6290322580645166,0.0797184717035334,0.3584905660377346,Low,Low
27.8,24.3,31.8,128.0,1009.2,1,2001,1,0.736842105263158,0.6285714285714283,0.5645161290322581,0.0861821315713875,0.377358490566041,Low,Low
27.3,23.9,31.1,210.0,1009.9,1,2001,1,0.605263157894737,0.5142857142857135,0.4516129032258066,0.1450732548118356,0.5094339622641424,Low,Low
26.9,23.9,30.9,439.0,1009.9,1,2001,1,0.4999999999999995,0.5142857142857135,0.4193548387096771,0.3095374892272335,0.5094339622641424,High,High
26.9,23.8,30.9,288.0,1009.8,1,2001,1,0.4999999999999995,0.4857142857142855,0.4193548387096771,0.2010916403332375,0.4905660377358361,Low,Medium
26.7,23.6,30.8,210.0,1010.8,1,2001,1,0.4473684210526313,0.4285714285714285,0.4032258064516129,0.1450732548118356,0.6792452830188566,Low,Low
26.5,24.0,30.8,153.0,1010.3,1,2002,1,0.3947368421052631,0.5428571428571425,0.4032258064516129,0.1041367423154265,0.5849056603773464,Low,Low
26.3,23.7,30.5,101.0,1011.7,1,2002,1,0.3421052631578948,0.4571428571428565,0.3548387096774192,0.0667911519678253,0.8490566037735922,Low,Low
27.0,24.0,31.4,103.0,1010.0,1,2002,1,0.5263157894736841,0.5428571428571425,0.4999999999999997,0.0682275208273484,0.5283018867924488,Low,Low
27.7,24.3,31.9,237.0,1008.9,1,2002,1,0.7105263157894733,0.6285714285714283,0.5806451612903223,0.1644642344153978,0.3207547169811219,Low,Low
28.3,25.0,32.5,131.0,1009.3,1,2002,1,0.868421052631579,0.8285714285714282,0.6774193548387096,0.0883366848606722,0.3962264150943259,Low,Low
27.7,24.3,32.0,234.0,1009.3,1,2002,1,0.7105263157894733,0.6285714285714283,0.596774193548387,0.1623096811261132,0.3962264150943259,Low,Low
28.1,24.2,32.6,164.0,1009.7,1,2002,1,0.8157894736842107,0.5999999999999994,0.6935483870967744,0.1120367710428037,0.4716981132075512,Low,Low
27.5,24.0,32.1,196.0,1009.7,1,2002,1,0.6578947368421051,0.5428571428571425,0.6129032258064518,0.1350186727951738,0.4716981132075512,Low,Low
27.4,24.1,31.8,261.0,1010.9,1,2002,1,0.6315789473684206,0.5714285714285714,0.5645161290322581,0.1817006607296753,0.6981132075471629,Low,Medium
27.1,24.0,31.4,276.0,1010.1,1,2002,1,0.5526315789473687,0.5428571428571425,0.4999999999999997,0.1924734271760988,0.5471698113207552,Low,Medium
27.2,24.2,31.0,445.0,1009.7,1,2002,1,0.5789473684210523,0.5999999999999994,0.4354838709677419,0.3138465958058029,0.4716981132075512,High,High
27.7,24.5,32.0,208.0,1010.3,1,2002,1,0.7105263157894733,0.6857142857142853,0.596774193548387,0.1436368859523125,0.5849056603773464,Low,Low
27.0,24.3,31.4,337.0,1010.9,1,2003,1,0.5263157894736841,0.6285714285714283,0.4999999999999997,0.2362826773915541,0.6981132075471629,Low,Medium
26.9,24.3,31.2,70.0,1010.3,1,2003,1,0.4999999999999995,0.6285714285714283,0.4677419354838708,0.0445274346452168,0.5849056603773464,Low,Low
27.0,24.1,31.1,166.0,1010.4,1,2003,1,0.5263157894736841,0.5714285714285714,0.4516129032258066,0.1134731399023269,0.6037735849056527,Low,Low
27.9,24.7,31.9,150.0,1009.3,1,2003,1,0.7631578947368416,0.7428571428571422,0.5806451612903223,0.1019821890261419,0.3962264150943259,Low,Low
28.0,24.8,32.1,235.0,1008.9,1,2003,1,0.7894736842105262,0.7714285714285712,0.6129032258064518,0.1630278655558747,0.3207547169811219,Low,Low
27.7,24.4,31.9,202.0,1009.4,1,2003,1,0.7105263157894733,0.6571428571428564,0.5806451612903223,0.1393277793737431,0.4150943396226322,Low,Low
27.5,24.2,31.7,122.0,1009.8,1,2003,1,0.6578947368421051,0.5999999999999994,0.5483870967741934,0.0818730249928181,0.4905660377358361,Low,Low
27.7,24.2,31.9,233.0,1009.5,1,2003,1,0.7105263157894733,0.5999999999999994,0.5806451612903223,0.1615914966963516,0.4339622641509385,Low,Low
27.5,24.3,31.6,127.0,1010.3,1,2003,1,0.6578947368421051,0.6285714285714283,0.5322580645161292,0.0854639471416259,0.5849056603773464,Low,Low
26.9,24.0,30.7,388.0,1010.3,1,2003,1,0.4999999999999995,0.5428571428571425,0.3870967741935482,0.2729100833093938,0.5849056603773464,Low,High
27.0,24.0,31.0,289.0,1009.6,1,2003,1,0.5263157894736841,0.5428571428571425,0.4354838709677419,0.2018098247629991,0.4528301886792449,Medium,Medium
26.6,23.9,30.6,335.0,1009.8,1,2003,1,0.4210526315789477,0.5142857142857135,0.370967741935484,0.234846308532031,0.4905660377358361,Low,Medium
26.6,24.3,30.5,246.0,1010.3,1,2004,1,0.4210526315789477,0.6285714285714283,0.3548387096774192,0.1709278942832519,0.5849056603773464,Low,Low
26.5,23.6,30.6,140.0,1010.7,1,2004,1,0.3947368421052631,0.4285714285714285,0.370967741935484,0.0948003447285262,0.6603773584905717,Low,Low
27.2,24.3,31.2,144.0,1010.0,1,2004,1,0.5789473684210523,0.6285714285714283,0.4677419354838708,0.0976730824475725,0.5283018867924488,Low,Low
27.7,24.4,31.7,191.0,1009.6,1,2004,1,0.7105263157894733,0.6571428571428564,0.5483870967741934,0.1314277506463659,0.4528301886792449,Low,Low
